消息ID,用户ID,用户名,屏幕名,转发消息ID,消息内容,消息URL,来源,图片URL,音频URL,视频URL,地理坐标,转发数,评论数,赞数,发布时间
3659820987143969,1885929004,1885929004,和风晖,,还是回到熟悉的广州好，华灯初上，暖意绵延[爱你] 我在:环市中路,Ap6dstYtj,中国移动三星galaxyS3,,,,,0,0,0,1388052782000
3652259336867860,1885929004,1885929004,和风晖,,今天又让导师美言倒了:什么赏心悦目啊、独立能干啊、风情款款啊、热爱生活啊[嘻嘻]耳根软了 我在:内环路出口,AlVvfsODW,新浪微博4G版,,,,,0,1,2,1386249942000
3650426664718056,1885929004,1885929004,和风晖,,这一锅，乌冬面是深圳老友给的，牛肉是武汉同学卤的，鸡蛋是广州朋友拿来的初生蛋，菜苔是武汉同学自己种的。吃下的是营养，体会的是情谊，感恩！[祈祷][心形礼物][亲亲][拥抱][飞吻] 我在:麓苑路,Al9PkjNnG,新浪微博4G版,http://ww3.sinaimg.cn/wap180/7068fe2cjw1eb3atl59hej20hs0npab0.jpg,,,,0,0,0,1385812999000
3647894140000633,1885929004,1885929004,和风晖,,彩虹偶尔出现天空，却是孤独的 我在:恒安路,Ak5WC00ad,新浪微博4G版,,,,,0,0,0,1385209200000
3664626263184587,1885929032,1885929032,L-Bass,,新版微博客户端全新发布啦！发布器全面升级，更多兴趣快捷分享；新增微博支付，移动消费一触即达；手机端快捷参与#让红包飞#活动，新春豪礼送不停！赶紧更新抢红包！下载地址：网页链接,Ar7dUdmsj,微博客户端,"http://ww3.sinaimg.cn/thumb180/6cba0975jw1ec6k3n42i1j20dc0m8gnb.jpg,http://ww1.sinaimg.cn/thumb180/6cba0975jw1ec6k3on4blj20dc0m8jt0.jpg,http://ww1.sinaimg.cn/thumb180/6cba0975jw1ec6k3poazjj20dc0m875y.jpg",,,,0,7,0,1389198448000
3663884877157530,,,,,抱歉，此微博已被作者删除。查看帮助：http://t.cn/zWSudZc,AqNW7u202,,,,,,,,,1389021689000
3663888862305325,1885929032,1885929032,L-Bass,3663884877157530,转发微博,AqO2y9FIF,iPhone客户端,,,,,0,1,0,1389022639000
3657280681924529,1885929032,1885929032,L-Bass,,这蛋咽下去还能吃晚餐吗？[书呆子],Ao28c84EN,iPhone客户端,http://ww3.sinaimg.cn/wap180/7068fe48jw1ebp5zudu37j20xc18gdr5.jpg,,,,1,7,0,1387447126000
3650334738420410,1885929032,1885929032,L-Bass,,有了BB就会变得很能吃，这个是真的，自从我老婆怀孕后，我就跟饿死鬼一样！,Al7r3zkx4,iPhone客户端,,,,,1,18,0,1385791084000
3649222278931257,1885929032,1885929032,L-Bass,,你这是闹罢工吗？留这么大一坨灰尘给我扫！[怒]要你何用！,AkEuLBtqx,iPhone客户端,http://ww4.sinaimg.cn/wap180/7068fe48jw1eazgi0yxmrj20xc18g158.jpg,,,,0,5,0,1385525853000
3640553676054284,1885929032,1885929032,L-Bass,,这鱼很贵啊！100块一条，外加油费，精神损失费，清洁费。,Ah0Z9poZK,iPhone客户端,"http://ww3.sinaimg.cn/thumb180/7068fe48jw1ea7sx0r03mj20xc18g4dg.jpg,http://ww1.sinaimg.cn/thumb180/7068fe48jw1ea7sxal8ldj20xc18gqf0.jpg",,,,0,9,0,1383459095000
3847584928393368,1757353251,1757353251,电影工厂,,【9部容易被忽视的9分电影】既没有到《肖申克的救赎》那么烂大街的在知名度，也没有冷门到无人问津，部部都牛逼，却易被忽视,CjXTSzduU,微博 weibo.com,"http://ww4.sinaimg.cn/thumb180/6f9303b5jw1eremphupijj20c80f0mzf.jpg,http://ww1.sinaimg.cn/thumb180/6f9303b5jw1erempjf7ohj20c80f0acb.jpg,http://ww1.sinaimg.cn/thumb180/6f9303b5jw1erempk4uwhj20c80f0mz6.jpg,http://ww3.sinaimg.cn/thumb180/6f9303b5jw1erempo5jphj20c80f076v.jpg,http://ww1.sinaimg.cn/thumb180/6f9303b5jw1erempkrqwnj20c80f00u6.jpg,http://ww1.sinaimg.cn/thumb180/6f9303b5jw1erempli0gtj20c80f0aby.jpg,http://ww3.sinaimg.cn/thumb180/6f9303b5jw1erempnh4a2j20c80f040x.jpg,http://ww4.sinaimg.cn/thumb180/6f9303b5jw1erempit08dj20c80f0dia.jpg,http://ww1.sinaimg.cn/thumb180/6f9303b5jw1erempmnz1pj20c80f0go4.jpg",,,,21182,1131,8198,1432819194000
3847768198256659,1885929040,1885929040,分开ye旅行,3847584928393368,//@张维徳: 转发微博,Ck2FtyDVV,微博 weibo.com,,,,,0,0,0,1432862889000
3805258193388762,1885929040,1885929040,分开ye旅行,,【魔都穷游 坐着公交车环游上海】 网页链接,C2cMXedzs,ZAKER新闻杂志,http://ww2.sinaimg.cn/wap180/7068fe50jw1eot8z7knm0j20a01hcdoo.jpg,,,,0,0,0,1422727713000
3765362455989697,1835741910,1835741910,马小珂叫波罗,,生日快乐呦[蛋糕]@分开ye旅行,Brqnjp8c1,iPhone客户端,http://ww3.sinaimg.cn/wap180/6d6b32d6jw1el9z0dci50j20hs0vkwhd.jpg,,,,1,6,1,1413215829000
3765363282157095,1885929040,1885929040,分开ye旅行,3765362455989697,[嘻嘻]，加油,BrqoE939R,微博 weibo.com,,,,,0,1,0,1413216026000
3730064409944356,2309846073,2309846073,清华南都,,【上海新玩法get】如果你来上海 我才不会带你去城隍庙……,BcC6YFIYQ,皮皮时光机,http://ww1.sinaimg.cn/wap180/89ad7439jw1ei5d3anvluj20c84x17wh.jpg,,,,5625,1339,827,1404800119000
3730209742234794,1885929040,1885929040,分开ye旅行,3730064409944356,//@阿萌萌啦啦啦: //@清华南都:这才是情调儿！//@真-Jenny: 可惜了，在上海期间大多没有去玩过,BcFTo9nn4,微博 weibo.com,,,,,1,1,0,1404834769000
3712781699837879,1591865201,1591865201,捡人APP,,【送登山包】捡人APP上线一个多月来，下载用户突破10万，感谢各位支持，送出7个60升登山包，每天抽奖送一个，连续抽奖7天。明天晚上开始抽奖！,B5mvDFhht,360安全浏览器,http://ww3.sinaimg.cn/wap180/5ee1ef71tw1egm86lsd8cj20m80m8779.jpg,,,,5059,1755,96,1400679600000
3713162534290354,1885929040,1885929040,分开ye旅行,3712781699837879,转发微博,B5wpTi07g,微博 weibo.com,,,,,0,0,0,1400770398000
3710955567194947,1713926427,1713926427,微博搞笑排行榜,,一哥们骑行西藏的照片，简直作孽啊！！笑尿了哈哈哈哈哈哈哈哈哈哈[哈哈][哈哈],B4B0gubJx,微博 weibo.com,"http://ww3.sinaimg.cn/thumb180/6628711bgw1eggeato9o0j20fm0kudgy.jpg,http://ww3.sinaimg.cn/thumb180/6628711bgw1eggeaul0qzj20bp0kudgl.jpg,http://ww1.sinaimg.cn/thumb180/6628711bgw1eggeaviikaj20g40c20tq.jpg,http://ww1.sinaimg.cn/thumb180/6628711bgw1eggeawbn6aj20bp0kujs2.jpg,http://ww3.sinaimg.cn/thumb180/6628711bgw1eggeaxp4kjj20bp0kut9k.jpg,http://ww3.sinaimg.cn/thumb180/6628711bgw1eggeayrpdtj20g40c3aar.jpg,http://ww3.sinaimg.cn/thumb180/6628711bgw1eggedatskoj20g4091dg7.jpg,http://ww3.sinaimg.cn/thumb180/6628711bgw1eggedbjgsfj20g40c3q3r.jpg,http://ww2.sinaimg.cn/thumb180/6628711bgw1eggedbxkq0j205k05k0ss.jpg",,,,123695,45567,45188,1400244216000
